360329,YA2C-2N,LUG COMPRESSION #2 2H CU,FCI02,3CONNCOMP  ,14,4.28
360236,GP100,PLATE GROUND CU POLE BUTT,THO05,3GRPLATES  ,20,6.43
361011,35-RED-3/4X66FT,TAPE CODING/PHASING RED 3/4 X 66FT,3M002,3TAPE      ,10,4.85
360690,U1N66,SPLICE #6-#6 INSULATED,THO05,3CONNCOMP  ,42,.53
361989,3906-TB,CONNECTOR GROUNDING CLAMP 4 4/0 TO 6" PIPE,THO05,3CONNMECH  ,7,265.15
360537,BAD2PLK-62-ZN 11407,BOLT-A-BAND FOR STEEL POLES,BAR04,3BRACKET   ,7,.00
369030,5503613-2,ST CONNECTOR KIT SIMPLEX SINGLEMODE OPTIMATE YELLOW,TYC02,3FIBERMISC ,30,3.52
360093,25 DV-277/480 2B,CONV 25 KVA 14400X7200 277/480 2 BUSHING,GEP01,3TRANOH    ,63,1376.81
360095,50 DV-277/480 2B TAPS,CONV 50 KVA 14400X7200 277/480 2 BUSHING W/TAPS,ERM02,3TRANOH    ,290,2223.46
362000,CONDUIT STL 2,CONDUIT GALV RIGID 2IN X 10FT (2100LB PER LIFT),ATK01,3CONDUPIPE ,147,12.05
360099,25 DV-240/480 2B TAPS-ZU11407,25 14400X7200 240/480 2 BUSHING W/ ARRESTER TAPS SPADE,CIT05,3TRANOH    ,365,.00
360956,4000358C05B,FUSE BAYONET LOAD SENSING 8A,COO02,3FUSE      ,63,14.31
360233,9420,BOLT OVALEYE FORGED GALV 5/8 X 20,POW06,3BOLTWSHR  ,60,5.89
360078,150 DV-480/277 3PH PAD,PAD 150 KVA 14400X7200 480/277 3PH,ERM02,3TRANURD3P ,229,11751.23
360326,25 DV-240/120 PAD T1,PAD 25 KVA 14400X7200 240/120 1PH ANSI TYPE 1/MAXI,GEP01,3TRANURD1P ,63,1974.07
360412,31080,FUSE FIT ALL TYPE K 80A,COO02,3FUSE      ,91,8.06
360317,TLS-42-TP,TERMINAL EYEBOLT #6-250 1/4" BAR TIN PLATED,THO05,3CONNMECH  ,14,12.17
360510,SEL-9250011,SLEEVE SECURITY,SCH08,3RELAYCTRL ,7,66.09
360349,1055ASTRA,VOLTAGE TRANSFORMER 10KVBIL 480:120 TYPE DB,DUR03,3CTVTPT    ,275,.00
360624,21-365-ZN11407,POLE STREET LIGHT AL 25FT W/ 6FT ARM (HAPCO),TEC05,3POLESTL   ,91,.00
360759,PEP-66-45,PLATE POLE EYE 3/4IN MTG BOLT 21000LB,MAC10,3BRACKET   ,71,9.79
360717,BKPLPE2,BACK PLATE FOR U GUARD STANDARD 2IN X 10FT,ELE15,3UGUARD    ,19,6.13
360519,H4306Q,SOCKET METER 320A 1PH 3" HUB,DUR03,3SOCKETS   ,365,.00
360090,75 DV-120/240 2B,CONV 75 KVA 14400X7200 120/240 2 BUSHING,GEP01,3TRANOH    ,63,2514.51
360914,DP1A2,ADAPTER TRANSFORMER LEAD 5/8 BOLT TO 1-3/8IN LEAD THREAD 5IN LENGTH,ELE05,3PINHDWE   ,14,21.14
360880,AHD-18D-XGX-XDX-1X,ARRESTER 18KV HD OFF THE POLE  NO GROUND TERMINATION,ALU01,3ARRESTDIS ,55,74.65
360757,SGF-2P,GUY SIDEWALK POLE PLATE FOR 2IN PIPE,LIN05,3BRACKET   ,29,10.85
360719,BKPLPE4,BACK PLATE FOR U GUARD STANDARD 4IN X 10FT,ELE15,3UGUARD    ,30,10.41
360022,274J4-5,JUNCTION 25KV 200A 4 POINT W/ STRAP [NEW CAT # 274J4(1)-5],THO05,3MLDRUBBER ,210,278.25
360399,C58813,GROUND ROD 5/8IN X 8FT CU 13MIL,SOU53,3GRROD     ,26,15.11
360483,50 14.4-120/240 2B,CONV 50 KVA 14400 120/240 2 BUSHING,GEP01,3TRANOH    ,63,1344.53
360954,9F54LFC120,FUSE BAYONET LOAD SENSING 50A (300011-24),ECI02,3FUSE      ,22,12.36
360202,602121-6,SHOOT ON TAP 795 - 336.4,TYC02,3CONNSHOOT ,49,34.16
360742,TARN-625-842,ROD ANCHOR 5/8 X 7 PISA W/TWINEYE NUT,EAR04,3ANCHORROD ,98,25.74
362038,S288LLN,SPACER BASE 3IN X 3IN,THO05,3CONDUFITT ,60,.93
366901,ZFCWM000000,METER FOCUS RS2 FM 2S CL200 240V CITY OF GTOWN,CIT05,3METER     ,1,139.88
360931,683-3660-T177 6T,TRANSOCKET 600A 6T 1PH,CIT05,3SOCKETS   ,7,.00
362045,RA20,ARM RACK 20" HVY DTY NON-METALLIC FOR CR36B STANCHION,UND02,3BRACKET   ,14,66.62
360900,BBLU050D,LUG COMPRESSION 500 2H CU,PEN04,3CONNCOMP  ,14,8.97
360321,PMS-360321-ZN11407,PRIMARY METER SET 15KV 50:1 VT,CIT05,3MTRSET    ,1,.00
360240,PG-5718,GUARD GUY HDPE YELLOW 8FT W/ PIG TAIL,PRE12,3GUYGUARD  ,10,4.60
360582,TAG DECAL PHASE ID A 1.5",TAG DECAL PHASE ID LETTER "A"1.5",CIT05,3SIGNS     ,1,9.74
360926,TTD0810XF,CONNECTOR INSULATION PIERCING 3/0 - 750 RUN #14 - #10 TAP,SIC02,3CONNCOMP  ,105,11.76
360292,LSGP-516212,SCREW LAG SQUARE HEAD 5/16 X 2-1/2 GIMLET POINT,LIN05,3BOLTWSHR  ,14,.21
360749,1SBH20V4,STANDOFF FG 1PH 20IN 15 DEG VERT PIN 1-3/8IN THREAD 2IN ROD,TEC05,3FIBBRKTS  ,14,61.41
360570,25179Z,PIN POLE TOP OFFSET 1-3/8  NYLON THREAD HEAD,MAC10,3PINHDWE   ,224,20.52
362155,4/0 CU STR THHN BLK 500FT NRR,4/0 AWG CU 19 STR THHN BLK 600V 500FT NRR,CME02,3WIRE600VC ,20,6.36
364126,DBST-1308,TIE DOUBLE SIDE J NECK  336 .666 - .755 25IN BROWN,PRE12,3FMDWIRE   ,63,12.49
360806,15 14.4-277/480 2BTAPS-ZU11407,15 14400 277/480 2 BUSHING W/ TAPS,CIT05,3TRANOH    ,365,.00
360008,215FTI,INSERT 15KV FEED-THRU,ARK05,3MLDRUBBER ,36,166.62
362040,ELBOW STL 6X45X36R,ELBOW RIGID 6IN 45 DEGREE 36IN RADIUS,ECN01,3CONDUFITT ,14,320.48
360135,8635,BOLT CARRIAGE 3/8 X 5,POW06,3BOLTWSHR  ,20,.57
360011,215-ICI,CAP INSULATED W/ GRD 15KV (167DRG(3)),ELE05,3MLDRUBBER ,14,27.35
360440,U1080SYB-120-0,LABEL LETTER-1IN TALL '0"  YELLOW ON BLACK SHEET,UTI05,3SIGNS     ,7,6.40
362032,1218 HUBBELL,BUSHING GROUNDING 2" WIRE SIZE #2 STR - 14 SOL,CIT05,3CONDUFITT ,1,10.80
360387,1313010,LOCK ROTARY SHACKLE W/OUT KEYS STERLING BRAND CITY OF GEORGETOWN,ENG02,3SAFETY    ,43,8.91
360999,CI-4/0,SPLICE COMPRESSION 4/0 STR FOR MOLDED RUBBER SPLICES,3M002,3CONNCOMP  ,60,6.22
360432,URDP1KITW,TAG BLANK WHITE 2X2.5 URD KIT W/ ZIP TIES (Y605674),ELE01,3SIGNS     ,7,14.60
360445,ASO-398-1-N,CLAMP DEAD END SHOE #6 - 2/0 SIDE LOADING,MAC10,3DESHOES   ,147,9.57
360609,SPL1358P,TIE SPOOL 4/0 .521 - .588 32IN RED,PRE12,3FMDWIRE   ,77,4.52
362102,12 CU SOL THHN WHT 500FT,12 AWG CU SOLID THHN WHITE 600V 500FT NRR,CME02,3WIRE600VC ,17,.20
360345,750X120001-ZN11407,CURRENT TRANSFORMER 10KVBIL 800:5 TYPE JAD-0C,GEG02,3CTVTPT    ,250,.00
360269,51100,FUSE FIT ALL TYPE T 100A,COO02,3FUSE      ,14,7.98
364108,UTJ-1313,TIE DISTRIBUTION J NECK 795 .969 - 1.096 39IN GREEN,PRE12,3FMDWIRE   ,147,9.40
360952,9F54LFC080,FUSE BAYONET LOAD SENSING 15A (300011-22),ECI02,3FUSE      ,20,11.40
360758,0502,GUY FITTING SIDESIDEWALK GUY END FITTING W/ 1 CLAMP FOR 2IN PIPEWALK POLE PLATE GALV.,WES08,3BRACKET   ,60,21.23
360208,WCY85,CONNECTOR WEJTAP 556-663 TO 715-795,FCI02,3CONNSHOOT ,30,34.37
360164,R1300,CLEVIS FIXED FOR SPOOL INSULATOR,POW06,3CLEVIS    ,98,4.54
360752,IDB096G12242,DEADEND FG 8FT 4X 6 2 WIRE LEWTEX 8FT GRAY,SHA10,3FIBARMDE  ,210,254.69
362084,HAND HOLE COVER SUN CITY,HAND HOLE COVER SUN CITY STREET LIGHT CONCRETE CITY OF GTOWN,CIT05,3LGHTPART  ,7,.00
360178,W621,CLAMP WEDGE 2-6 ALUM BAIL,THO05,3CONNCOMP  ,37,1.83
360629,G1MDA318ATB,STANDOFF FG CUTOUT/ARRESTER 18IN 15 DEG 3 POS 7 HOLE 1.5IN ROD W/HRDWR (CLOVER LEAF),MAC10,3FIBBRKTS  ,280,31.49
360961,FNM-15,FUSE 15A 250V MIDGET TIME DELAY BUSSMAN,COO02,3FUSE      ,35,4.60
360065,167 DV-240/120 PAD,PAD 167 KVA 14400X7200 240/120 1PH,GEP01,3TRANURD1P ,63,4621.15
360120,7470801-27,SEAL METER CLEAR RED INSERT TOOL-LESS 8IN WIRE NUMBERED NO STAMPING,EJB02,3SEALS     ,7,.28
360962,KLKR30A,FUSE 30A 600V MIDGET FAST ACTING LITTLEFUSE,CIT05,3FUSE      ,1,10.74
362061,CONDUIT STL 4,CONDUIT GALV RIGID 4IN X 10FT (GRC4),ATK01,3CONDUPIPE ,147,34.16
362106,12 CU SOL THHN GRN 500FT NRR,12 AWG CU SOLID THHN GREEN 600V 500FT NRR,CME02,3WIRE600VC ,17,.21
360220,DEH48DP,DEADEND NARROW PROFILE 48" 9500LB RATED,ARK05,3XARMWOOD  ,70,310.81
366912,ZD3310P8082,METER A3TL W/ EA LAN 16S CLASS 200A,LEI02,3METER     ,119,482.18
362001,ELBOW STL 3X45X48R,ELBOW RIGID 3IN 45 DEGREE 48IN RADIUS,ECN01,3CONDUPIPE ,7,200.00
360133,AHD-10B-1GA-1X1-1X,ARRESTER 10KV HD POLYMER XARM MOUNT W/ CAP,ALU01,3ARRESTDIS ,56,49.97
360133,213709-7323,ARRESTER 10KV POLYMER XARM MOUNT W/STRAP W/ CAP,TEC05,3ARRESTDIS ,14,52.41
360581,PS1.2-7,LABEL LETTER-"7"  FOR 2" RY  BLACK ON YELLOW SHEET,ALM02,3SIGNS     ,7,7.10
360169,PDM-4991,GUARD WILDLIFE 100A 25KV CUTOUT GREY 3 BUTTON,PLA03,3WILDLIFE  ,16,17.37
360455,U1080SYB-120-A,LABEL LETTER-1IN TALL 'A"  YELLOW ON BLACK,UTI05,3SIGNS     ,7,6.40
360737,BRENAU 1000FT NRR,1/0 AWG AL TRIPLEX 1/0-1/0-2 URD 1000FT 40X24X17 NRR,CME02,3WIREUDSEC ,315,1.50
360324,750X120260,CURRENT TRANSFORMER 600V 200:5  JAD-OC W/ SS BASE,GEG02,3CTVTPT    ,275,109.81
360074,1000 DV-208/120 3PH PAD,PAD 1000 KVA 14400X7200 208/120 3PH W/ TAPS,GEP01,3TRANURD3P ,63,55150.62
360643,COV1000ANN,CURRENT TRANSFORMER 600V 1000:5 ALTA SERIES COV-6  SECONDARY HIGH ACCURACY METERING CT,TEX143,3CTVTPT    ,18,118.52
360415,1500 14400-2400 3PHPAD-ZN11407,1500 14400 - 2400 3PH PAD,CIT05,3TRANURD3P ,365,.00
362095,N5013SS,NUT HEX 1/2IN STAINLESS STEEL,ALL15,3FASTENERS ,14,.20
360458,STK2A,STRAP KIT 2",ALU01,3BRACKET   ,68,4.63
360325,750X120262-ZN11407,CURRENT TRANSFORMER 600V 400:5  JAD-OC W/ SS BASE,MIL07,3CTVTPT    ,372,.00
360541,CFH27-100A-8KA,FUSE TUBE 27KV 100A 125BIL 8KAIC,ALU01,3CUTOUTTUB ,56,53.50
360261,EF15TCCIR/BOX,FUSE FIT ALL TYPE T 15A,IND11,3FUSE      ,14,1.95
360087,25 DV-120/240 TAPS SPD-ZU11407,25 14400X7200 120/240 2 BUSHING W/ TAPS SPADE,CIT05,3TRANOH    ,365,.00
360033,K650J4,JUNCTION 25KV 4 POINT 600A DEADBREAK,THO05,3MLDRUBBER ,56,399.92
360582,TAG DECAL PHASE ID B 1.5",TAG DECAL PHASE ID LETTER "B"1.5",CIT05,3SIGNS     ,1,9.74
360164,327,CLEVIS W/O 3 SPOOL INSUL (J10),WES30,3CLEVIS    ,14,11.16
360082,750 DV-480/277 3PH PAD,PAD 750 KVA 14400X7200 480/277 3PH,ERM02,3TRANURD3P ,224,27103.19
360450,U2161-XT-200-171-ZN11407,SOCKET METER 400A 13T RL 600V TS,MIL07,3SOCKETS   ,372,.00
360414,CONCH 500FT COIL,2 AWG AL TRIPLEX ACSR NEU 500FT COIL,CME02,3WIREOHSEC ,238,1.00
361210,5458A-1000-AL,SPLICE 25KV 1000MCM,3M002,3TERMINATO ,24,454.47
361002,5452-CI-4/0,SPLICE 25KV 4/0 W/ CONNECTOR,3M002,3TERMINATO ,70,151.42
360033,164J4-5,JUNCTION 15KV 4 POINT WITH STRAPS,THO05,3MLDRUBBER ,204,167.52
360316,973X-35AL,SWITCH 3PH HORIZ VECTOR 25KV 900A INSUL OPT SHAFT 28" PIPE W/ARR AND 2645-06 INSL,SIE02,3SWITCH3PH ,67,3730.86
360789,WCY75PB,CONNECTOR WEJTAP 336-795 TO 477-556 W/ SHELL,FCI02,3CONNSHOOT ,30,43.21
360471,75 14.4-480/277 3PH PAD,PAD 75KVA 14400 480/277 3PH PAD,GEP01,3TRANURD3P ,63,6904.32
360375,360375-ZN11407,BASE FOR STREETLIGHT POLE BREAKAWAY 20' HIGH 11"-13" BC,CIT05,3LGHTARM   ,1,.00
360254,51008,FUSE FIT ALL TYPE T 8A,COO02,3FUSE      ,63,3.82
361013,35-BLUE-3/4X66FT,TAPE CODING/PHASING BLUE 3/4 X 66FT,3M002,3TAPE      ,23,4.97
360347,750X136212,CURRENT TRANSFORMER 600V 1200:5 JAB-OC PAD MTD,GEG02,3CTVTPT    ,266,105.19
360157,9412,BOLT OVALEYE FORGED GALV 5/8 X 12,MAC10,3BOLTWSHR  ,140,3.21
361752,55-7,INSULATOR PIN J NECK 35KV 55-7 1-3/8IN PORCELAIN (128/PALLET),POW06,3INSULPORC ,112,20.39
360209,LER394Z-02,DISCONNECT 25KV 900A LINE TAP LB HOOKS W/ NO HANGERS,SIE02,3SWITCH1PH ,70,375.48
360698,ES2R4W,SLEEVE #2 - #6 INSULATED AL/CU,FCI02,3CONNCOMP  ,42,.22
360521,MC1W-41200-U,SOCKET METER 200A 4T UG BLANK SWY,SAL10,3SOCKETS   ,102,107.14
360810,WP-125-2-A,ARM STREET LIGHT AL 1-1/4IN X 2FT FOR WOOD POLE MOUNTING,SAL09,3LGHTARM   ,112,29.42
362084,HANDHOLECOVERSUNCITY-ZN11407,HAND HOLE COVER SUN CITY STREET LIGHT CONCRETE CITY OF GTOWN,CIT05,3LGHTPART  ,1,.00
360937,1001585,VAULT 4FT X 8FT X 48IN X 5 BOTTOM W 12 X 12 FRAME GATE DOOR AND TAG PAINTED,OLD03,3XFRMRPAD  ,30,7277.78
360024,228LE45T,ELBOW LOADBREAK 28KV 200A 2/0 SOL W/ TEST POINT,CIT05,3MLDRUBBER ,1,63.01
364130,DST0353 TIE DOUBLE SUPT,TIE DOUBLE SUPPORT J NECK  1/0 .358 - .405 15IN YELLOW,PRE12,3FMDWIRE   ,91,15.25
360329,YA2C2N,LUG COMPRESSION #2 2H CU,FCI02,3CONNCOMP  ,14,5.35
360570,C2060271,PIN POLE TOP OFFSET 1-3/8 LEAD HEAD,ARK05,3PINHDWE   ,56,11.63
360517,U2594X,SOCKET METER 320A 7T OH/UG CP W/BYPASS **W/OUT LUGS**,MIL07,3SOCKETS   ,372,269.56
362081,LR4-2.50,GRIP CONDUIT RISER TYPE 2-1/2 - 3-1/2 FOR 4IN CONDUUIT,LEW02,3GRIPS     ,21,52.69
360709,7655-S-4-TI,TERMINATOR COLD SHRINK 500-1000MCM 15KV 250-800MCM 25KV W/ MTG BRACKET,3M002,3TERMINATO ,7,245.49
361030,8878,BOLT DOUBLE ARMING GALV 5/8 X 30,POW06,3BOLTWSHR  ,172,5.86
360446,ADEZ116N,CLAMP DEAD END SHOE 336 - 954 ACSR SIDE LOADING .68-1.16 IN,ELE05,3DESHOES   ,23,27.20
360570,J25179,PIN POLE TOP OFFSET 1-3/8 (LEAD),MAC10,3PINHDWE   ,12,16.39
360833,ICS78-1,SPLICE 1/0-1/0 INSULATED,THO05,3CONNCOMP  ,24,.49
360581,PS1.2-2,LABEL LETTER-"2"  FOR 2" RY  BLACK ON YELLOW SHEET,ALM02,3SIGNS     ,7,7.10
360473,150 14.4-480/277 3PH PAD,PAD 150  KVA 14400 480/277 3PH W/TAPS,GEP01,3TRANURD3P ,63,8073.39
360581,PS1.2-6,LABEL LETTER-"6 OR 9"  FOR 2" RY  BLACK ON YELLOW SHEET,ALM02,3SIGNS     ,7,7.10
360298,ATS1020,SPLICE AUTO 1/0 - 2/0,THO05,3CONNAUTO  ,47,17.19
361215,GC-5040,CONNECTOR VISE TYPE BRONZE  HEX HEAD #1-4/0,CIT05,3CONNMECH  ,1,7.22
360099,25 DV-240/480 2B ARRTAPSSPD-ZU,CONV 25 KVA 14400X7200 240/480 2 BUSHING W/ ARRESTER TAPS SPADES,GEP01,3TRANOH    ,63,.00
360355,AF626,BRACE XARM WOOD 38 X 18 (2 BRACES/PAIR),ALU01,3WOODBRACE ,18,9.74
361212,625BTN41TJ,ELBOW 25KV 600A W/TEST POINT W/SK,CIT05,3MLDRUBBER ,1,232.32
360038,7653-S-4-4/0-GUS,TERMINATOR COLD SHRINK 4/0 15/25 KV  W/ STEM CONN & MNT  BRKT RISER  BOOT,3M002,3TERMINATO ,7,149.51
361805,RBC-200,CLAMP GUY BONDING 5/8-1 ANCHOR ROD TWINEYE,LIN05,3CONNMECH  ,14,1.40
360871,FP283A-1-180-N-N-N,PHOTOCELL POWEREYE ADAPTER CABLE 15FT,SUN08,3LGHTPE    ,7,133.37
360272,AF176,LOCKWASHER SPRING DOUBLE COIL HDG FOR 1/2" BOLT,ALU01,3BOLTWSHR  ,168,.12
360315,7/16 GUY HS 500FT,WIRE GUY 7/16 HS 500 COILS,CON08,3WIREGUY   ,14,.62
360500,U200SO8U-ZN11407,ARM STREETLIGHT UPSWEPT GALV,CIT05,3LGHTARM   ,1,.00
360291,TS-PTS-GRTWN-13,COVER WIRE WAY FOR 360374,CIT05,3METER     ,1,5.86
360148,8818,BOLT MACHINE GALV 5/8 X 18,MAC10,3BOLTWSHR  ,112,2.31
360575,9650/E1X04A/720/10M,SENSOR CURRENT 15KV 720:1,LIN04,3RELAYCTRL ,200,.00
360160,9418,BOLT OVALEYE FORGED GALV 5/8 X 18,ALU01,3BOLTWSHR  ,124,5.90
360419,Y619973,DECAL URD TAG KIT BLUE 2X2.5 (PACK 25),ELE01,3SIGNS     ,7,14.60
360553,G3MAA14824ATB,STANDOFF FG 3PH 48IN OAL 24IN MIDDLE 15 DEG 2 POS 3 HOLE 1.5IN ROD,MAC10,3FIBBRKTS  ,364,209.67
364114,DST0361,TIE DOUBLE SUPPORT J NECK  795 .969 - 1.096 23IN GREEN,PRE12,3FMDWIRE   ,91,25.62
360737,BARE CU 4 SOL SD 25LB SPL,4 AWG BARE SD CU SOLID 25LB SPOOL (200' PROX),SER02,3WIREBAREC ,16,7.33
360524,Y605673,TAG 3.25"X5.5" EQUIPMENT BLK/RED PHASE A URD A,ELE01,3SIGNS     ,30,2.40
360416,51002,FUSE FIT ALL TYPE T 2A,COO02,3FUSE      ,63,4.79
362023,71A8473-001D,BALLAST KIT CORE AND COIL 1-400W HPS 120/208/240/277 60HZ,PHI05,3LGHTHID   ,70,99.38
361998,ELBOW PVC 4X90X24R,ELBOW PVC 4IN 90 DEGREE 24IN RADIUS BELLED END (864957),ATK01,3CONDUFITT ,63,27.45
360640,ELBOW PVC 6X45X48,ELBOW PVC 6IN 45 DEGREE 48IN RADIUS BELLED END (5233774),ATK01,3CONDUFITT ,14,46.05
360312,147433R4-H-A2W ED-710R4,SWITCH ABS FBGLS OMNI-RUPTER 25KV 900A,SCE03,3SWITCH3PH ,100,7250.62
360541,T710-211T,FUSE TUBE 27KV 100A 125BIL 8KAIC,ARK05,3CUTOUTTUB ,18,60.28
360901,AL4/0NTN,LUG COMPRESSION 4/0 2H AL/ CU TIN PLATED,THO05,3CONNCOMP  ,42,6.42
360089,50 DV-120/240 2B SPD,CONV 50 KVA 14400X7200 120/240 2 BUSHING W/ 4H SPADES,GEP01,3TRANOH    ,63,1935.66
360286,2195,PIN POLE TOP 20IN 1-3/8IN THREAD,ARK05,3PINHDWE   ,55,20.69
360095,50 DV-277/480 2B,CONV 50 KVA 14400X7200 277/480 2 BUSHING,GEP01,3TRANOH    ,63,1356.05
360223,881P,PIN XARM GALV 5/8 X 5 X 1 NYLON 5-3/4IN SHANK,ELE05,3PINHDWE   ,14,4.88
362110,14 CU STR THHN GRN 500FT NRR,14 AWG CU STR THHN GREEN 500FT NRR,CME02,3WIRE600VC ,7,.12
360107,6170000-5 STAMPED COG-ZN11407,SEAL METER PLASTIC GRAY STAMPED CITY OF GEORGETOWN SEQ NUMBERED,BRO20,3SEALS     ,120,.00
360226,CPG27-300A-125-CX,CUTOUT 27KV 300A SOLID BLADE 125 BIL W/ PG CONN & EXT BRKT,ALU01,3CUTOUTPRC ,56,109.87
360043,77-1-1/2INX20FT,TAPE ELECTRICAL 1-1/2INX20FT BLK,3M002,3TAPE      ,7,17.28
360031,K656DR,CAP INSULATING 15/25 KV 600A W/ TEST POINT & STUD,THO05,3MLDRUBBER ,14,104.07
361763,8897,BOLT DOUBLE ARMING GALV 3/4 X 28,ALU01,3BOLTWSHR  ,168,9.18
360151,R8912,BOLT MACHINE GALV 3/4 X 12,POW06,3BOLTWSHR  ,61,2.01
360292,LS-5/16-2,SCREW LAG SQUARE HEAD 5/16 X 2- GIMLET POINT,HUG08,3BOLTWSHR  ,7,.14
361024,37-BLACK-1-1/2X66,TAPE ELECTRICAL 1-1/2IN X 66FT,3M002,3TAPE      ,14,6.60
360171,G5,CLAMP GROUND ROD 5/8 10 SOL - #2 STR,GAL04,3CONNMECH  ,24,2.09
360069,150 DV-208/120 3PH PAD,PAD 150 KVA 14400X7200 208/120 3PH,ERM02,3TRANURD3P ,227,11628.61
360213,602000,SHOOT ON TAP 336.4 - 2,TYC02,3CONNSHOOT ,14,22.79
360955,9F54MFC140,FUSE BAYONET FAULT/CURRENT SENSING 65A C14 (300010-24),ECI02,3FUSE      ,22,15.32
361001,5421,SPLICE 1/0 25KV INLINE KIT,3M002,3TERMINATO ,56,175.58
360686,500 14.4-480/277 3PH PAD PEC,PAD 500KVA 14400 480/277 3PH PEC SPEC,GEP01,3TRANURD3P ,112,17420.63
361008,88 SUPER 1-1/2X 44FT,TAPE ELECTRICAL 1-1/2IN X 44FT 8.5MIL,3M002,3TAPE      ,9,7.97
362031,HC408,FITTING COMPRESSION 3IN RIFIG CONNECTOR MALLEABLE,THO05,3CONDUFITT ,7,101.67
360336,ELBOW STL 1X90X24R,ELBOW RIGID 1IN 90 DEGREE 24IN RADIUS,CIT05,3CONDUFITT ,7,.00
360476,SLA1075,BATTERY 12V 7.5AH SLA FOR SCHWEITZER RELAY,ELE18,3BATTERY   ,14,28.13
364110,SPL1352P,TIE SPOOL #4 .245 - .277 19IN ORANGE,PRE12,3FMDWIRE   ,77,2.60
360458,CSTK2,STRAP KIT 2IN,CIT05,3BRACKET   ,1,8.27
360265,51040,FUSE FIT ALL TYPE T 40A,COO02,3FUSE      ,63,4.64
360725,PEAD2-3V,BOOT RISER VENT 2IN TO 3IN,ELE15,3UGUARD    ,60,21.85
360132,AS-1,ANCHOR SHACKLE 5/8IN PIN 25K RATED,LIN05,3BOLTWSHR  ,14,3.28
360352,6823,WASHER SQUARE CURVED 3 X 3 X 1/4 FOR 3/4 BOLT (13/16IN H) J6823,MAC10,3BOLTWSHR  ,99,1.64
360646,COM0500ABN,CURRENT TRANSFORMER SECONDARY HIGH ACCURACY 500:5 ALTA SERIES COM-6 600V METERING CT,TEX143,3CTVTPT    ,98,171.60
360961,KLKR15A,FUSE 15A 600V MIDGET FAST ACTING LITTLEFUSE,CIT05,3FUSE      ,1,10.49
360091,100 DV-120/240 2B,CONV 100 KVA 14400X7200 120/240 2BUSHING,GEP01,3TRANOH    ,63,2793.56
360172,70380343,GUARD WILDLIFE 12IN FOR OH BUSHING/ARRESTER SHEDLOCK,CEN10,3WILDLIFE  ,14,8.64
360242,AHLS-954022-E,STIRRUP BOLTED 336.4 - 954 ACSR W/ 2/0 BAIL 2 BOLT,ARK05,3CONNMECH  ,28,51.56
360707,U2025R-2H,TAGS CABLE IDENTIFICATION RED,UTI05,3SIGNS     ,20,.58
360469,U1080SYB-120-7,LABEL LETTER-1IN TALL '7"  YELLOW ON BLACK SHEET,UTI05,3SIGNS     ,7,6.40
360053,NOTRE DAME 1500FT NRR,1/0 AWG AL QUAD 1/0-1/0-1/0-2 URD 1500FT 48X28X24 NRR,CME02,3WIREUDSEC ,301,1.57
360733,PVI21-386-043,SWITCHGEAR PADMOUNT 27KV 2S- NO LOAD,GWE02,3SWITCHURD ,112,.00
360070,225 DV-208/120 3PH PAD,PAD 225 KVA 14400X7200 208/120 3PH W/ TAPS +/- 5%,GEP01,3TRANURD3P ,63,11099.07
360101,CSW6500-58SLC,CONNECTOR TRANSFORMER SEC 6 PORT #2-500MCM 5/8 STUD ST LIGHT  INHI W/ CLR CVR,THO05,3CONNURDSE ,7,22.41
360522,S1129X,SOCKET METER 320A 4T UG W/BYPASS,MIL07,3SOCKETS   ,372,167.74
360095,50 DV-277/480 2B ARR-ZU11407,50 14400X7200 277/480 2 BUSHING W/ ARRESTER,CIT05,3TRANOH    ,365,.00
360506,GDE5102,DEADEND AUTO 3/8 & 14M GUY STRAND,ARK05,3CONNAUTO  ,14,18.48
360914,DP10A2,ADAPTER TRANSFORMER 5/8 BOLT TO 1-3/8IN NYLON THREAD 5IN LENGTH,COO02,3PINHDWE   ,232,8.15
360295,APPALOOSA 1100FT NRR,4/0 AWG AL QUAD ACSR NEU 1100FT 50X32X24 NRR,CME02,3WIREOHSEC ,350,2.96
360127,108234,ANCHOR 10" EXPANDING FOR 3/4,ARK05,3ANCHOR    ,7,65.96
360783,CAP BANK SW 25KV 600KVAR,CAPACITOR BANK SWITCHED 25KV 600KVAR,GEG02,3CAPBANK   ,106,6909.88
360331,SUNYYK2.5NB3,LABEL LETTER-C 2.5IN TALL "3" YELLOW ON BLACK HIGHLY REFLECTIVE,ELE01,3SIGNS     ,7,9.05
360094,37.5 DV-277/480 2B,CONV 37.5 KVA 14400X7200 277/480 2 BUSHING,GEP01,3TRANOH    ,63,1165.57
360508,SEL-07340N9F3D3626E8G6G3C0008,ADVANCED METERING SYSTEM 734#0102,SCH08,3RELAYCTRL ,200,.00
360054,WAKEFOREST 1500FT NRR,4/0 AWG AL QUAD 4/0-4/0-4/0-2/0 URD 1500FT 54X32X24 NRR,CME02,3WIREUDSEC ,301,3.68
360482,37.5 DV-120/240 2B TAPS-ZU1140,37.5 14400X7200 120/240 2 BUSHING W/ TAPS,CIT05,3TRANOH    ,365,.00
360107,6170000-5 STAMPED COG,SEAL METER PLASTIC GRAY STAMPED CITY OF GEORGETOWN SEQ NUMBERED,BRO20,3SEALS     ,120,.00
